model,classifier,source_species,target_species,accuracy,balanced_accuracy,precision_macro,precision_weighted,recall_macro,recall_weighted,f1_macro,f1_weighted,mcc,roc_auc_macro,n_classes_in_test
dinobloom_base,LR,Ovale,Falciparum,0.9523809523809523,0.75,0.975,0.9547619047619048,0.75,0.9523809523809523,0.8205128205128205,0.9450549450549449,0.689202437604511,,2
dinobloom_base,KNN_1,Ovale,Falciparum,0.8571428571428571,0.9210526315789473,0.7,0.9428571428571428,0.9210526315789473,0.8571428571428571,0.7428571428571429,0.8816326530612244,0.5803810000880093,,2
dinobloom_base,KNN_3,Ovale,Falciparum,0.8571428571428571,0.9210526315789473,0.7,0.9428571428571428,0.9210526315789473,0.8571428571428571,0.7428571428571429,0.8816326530612244,0.5803810000880093,,2
dinobloom_base,KNN_5,Ovale,Falciparum,0.8571428571428571,0.9210526315789473,0.7,0.9428571428571428,0.9210526315789473,0.8571428571428571,0.7428571428571429,0.8816326530612244,0.5803810000880093,,2
dinobloom_base,RF,Ovale,Vivax,0.9333333333333333,0.6666666666666666,0.6111111111111112,0.8777777777777779,0.6666666666666666,0.9333333333333333,0.6363636363636364,0.903030303030303,0.8769651056970109,,3
dinobloom_base,LR,Ovale,Vivax,0.7333333333333333,0.5555555555555555,0.45833333333333337,0.8777777777777779,0.41666666666666663,0.7333333333333333,0.42727272727272725,0.7830303030303031,0.6053661396860024,,3
dinobloom_base,KNN_1,Ovale,Vivax,0.6666666666666666,0.5185185185185185,0.45833333333333337,0.8777777777777779,0.3888888888888889,0.6666666666666666,0.40584415584415584,0.7316017316017316,0.5675307559556272,,3
dinobloom_base,KNN_3,Ovale,Vivax,0.6666666666666666,0.5185185185185185,0.45833333333333337,0.8777777777777779,0.3888888888888889,0.6666666666666666,0.40584415584415584,0.7316017316017316,0.5675307559556272,,3
dinobloom_base,KNN_5,Ovale,Vivax,0.6666666666666666,0.5185185185185185,0.45833333333333337,0.8777777777777779,0.3888888888888889,0.6666666666666666,0.40584415584415584,0.7316017316017316,0.5675307559556272,,3
dinobloom_base,RF,Ovale,Malariae,0.3333333333333333,0.19047619047619047,0.1111111111111111,0.25925925925925924,0.14285714285714285,0.3333333333333333,0.125,0.2916666666666667,-0.23112508176051214,,3
dinobloom_base,LR,Ovale,Malariae,0.3333333333333333,0.2261904761904762,0.375,0.625,0.16964285714285715,0.3333333333333333,0.2153846153846154,0.40256410256410263,0.011935247900657215,,3
dinobloom_base,KNN_1,Ovale,Malariae,0.16666666666666666,0.13095238095238096,0.375,0.625,0.09821428571428571,0.16666666666666666,0.15555555555555556,0.26296296296296295,0.022875450543583874,,3
dinobloom_base,KNN_3,Ovale,Malariae,0.16666666666666666,0.13095238095238096,0.375,0.625,0.09821428571428571,0.16666666666666666,0.15555555555555556,0.26296296296296295,0.022875450543583874,,3
dinobloom_base,KNN_5,Ovale,Malariae,0.16666666666666666,0.13095238095238096,0.375,0.625,0.09821428571428571,0.16666666666666666,0.15555555555555556,0.26296296296296295,0.022875450543583874,,3
reddino_base,RF,Falciparum,Vivax,0.6666666666666666,0.6666666666666666,0.3888888888888889,0.611111111111111,0.6666666666666666,0.6666666666666666,0.42857142857142855,0.6190476190476191,0.5580687036253706,,3
