model,classifier,fold,accuracy,balanced_accuracy,precision_macro,precision_weighted,recall_macro,recall_weighted,f1_macro,f1_weighted,mcc,roc_auc_macro,n_classes_in_val,split
dinobloom_base,KNN_1,fold4,0.9655172413793104,0.9583333333333333,0.9641025641025642,0.96684350132626,0.9583333333333333,0.9655172413793104,0.9601754385964911,0.9654083484573502,0.9530810892874486,0.9735422986181328,4,test
dinobloom_base,KNN_3,fold4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1,val
dinobloom_base,KNN_3,fold4,0.9482758620689655,0.9416666666666667,0.9379120879120879,0.9483705949223191,0.9416666666666667,0.9482758620689655,0.9391379310344827,0.9477288941736028,0.9295605687993781,0.9824551841085272,4,test
dinobloom_base,KNN_5,fold4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1,val
dinobloom_base,KNN_5,fold4,0.9310344827586207,0.925,0.9200549450549451,0.9333080712391058,0.925,0.9310344827586207,0.9200549450549451,0.9298976885183782,0.9071664245663664,0.994749273255814,4,test
dinobloom_base,RF,fold5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1,val
dinobloom_base,RF,fold5,0.9482758620689655,0.9464285714285714,0.94375,0.9504310344827587,0.9464285714285714,0.9482758620689655,0.9447088906372935,0.9488998616348788,0.9296481194581796,0.9871124031007752,4,test
dinobloom_base,LR,fold5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1,val
dinobloom_base,LR,fold5,0.9482758620689655,0.9464285714285714,0.94375,0.9504310344827587,0.9464285714285714,0.9482758620689655,0.9447088906372935,0.9488998616348788,0.9296481194581796,0.9949491279069766,4,test
dinobloom_base,KNN_1,fold5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1,val
dinobloom_base,KNN_1,fold5,0.9655172413793104,0.9583333333333333,0.9641025641025642,0.96684350132626,0.9583333333333333,0.9655172413793104,0.9601754385964911,0.9654083484573502,0.9530810892874486,0.9735422986181328,4,test
dinobloom_base,KNN_3,fold5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1,val
dinobloom_base,KNN_3,fold5,0.9482758620689655,0.9416666666666667,0.9379120879120879,0.9483705949223191,0.9416666666666667,0.9482758620689655,0.9391379310344827,0.9477288941736028,0.9295605687993781,0.9820675872093023,4,test
dinobloom_base,KNN_5,fold5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,1,val
dinobloom_base,KNN_5,fold5,0.9310344827586207,0.925,0.9200549450549451,0.9333080712391058,0.925,0.9310344827586207,0.9200549450549451,0.9298976885183782,0.9071664245663664,0.9943616763565892,4,test
reddino_base,RF,fold1,0.5428571428571428,0.5,0.4852941176470588,0.9663865546218489,0.25,0.5428571428571428,0.29954954954954954,0.6370656370656371,0.4016427173844729,,2,val
reddino_base,RF,fold1,0.7758620689655172,0.7416666666666667,0.8303030303030303,0.8671630094043887,0.7416666666666667,0.7758620689655172,0.7228897502153316,0.7712732780896373,0.7208537719051538,0.9693606231041456,4,test
